Date,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AMH,ARR,AVB,CPT,ELS,EQR,ESS,MAA,SUI,UDR,AMH,ARR,AVB,CPT,ELS,EQR,ESS,MAA,SUI,UDR,AMH,ARR,AVB,CPT,ELS,EQR,ESS,MAA,SUI,UDR,AMH,ARR,AVB,CPT,ELS,EQR,ESS,MAA,SUI,UDR,AMH,ARR,AVB,CPT,ELS,EQR,ESS,MAA,SUI,UDR
2013-07-29 00:00:00-04:00,14.002697944641113,131.39031982421875,95.68278503417969,47.03939437866211,14.674864768981934,33.1366081237793,115.40290832519531,46.181976318359375,35.058780670166016,17.486433029174805,14.807653917755108,138.02010913551223,99.3329462963238,48.693542514625555,15.393377172343598,35.331644186943926,125.70556618956503,48.652733298462536,37.43025424866347,18.161151422167997,13.710790852052279,129.8835500487312,95.56849166833356,46.91884902557333,14.663148856578255,33.09439606874801,115.13273893149899,46.111384338949556,34.928638558363964,17.423179478483327,13.790402030683593,136.51333936002467,98.86864448454493,48.23814952622011,15.334803568831202,35.03615750134047,121.17853255704954,48.080931263673385,36.65663322743251,18.048698580093067,23209300.0,791837.0,3382700.0,2798500.0,3458800.0,10581600.0,1490100.0,1936200.0,811300.0,9541500
2013-08-05 00:00:00-04:00,14.241531372070312,134.40383911132812,95.08992004394531,46.316139221191406,14.635802268981934,32.690364837646484,115.1035385131836,46.16787338256836,34.23453903198242,17.212324142456055,14.294604928360995,135.3079100369081,96.04711355551403,47.24031709177741,14.73342635147751,33.28133593370777,116.8705415169867,46.71849852080916,35.36243617295205,17.57076796990735,13.79924779956613,131.3903000146998,93.7327214687678,45.425443057082944,14.241401631134924,32.37678791517598,113.54827906119594,45.0525014746412,34.061018092181314,16.93119212304618,13.905395755736457,131.69166082180624,94.36846346024195,46.871982554929325,14.624087855762554,33.251184793166956,115.51973909837794,46.090220567090874,34.97924156933114,17.41614569436772,3376100.0,460839.0,2623100.0,2182000.0,3338200.0,8400100.0,654800.0,1962400.0,580300.0,6659100
2013-08-12 00:00:00-04:00,14.206148147583008,124.15772247314453,87.71100616455078,42.17071533203125,13.62442398071289,30.555622100830078,105.83039093017578,43.090023040771484,31.197898864746094,15.792607307434082,14.391908128912968,136.51321915430344,94.98275519024438,46.20897731463734,14.67095482235538,32.62402148741061,115.6730374980843,45.98433867096776,34.2128508123818,17.19826888198056,13.976161326618598,122.34959343724968,87.54671081714909,42.090350053850045,13.56585039375314,30.49531983723583,105.74277446855196,43.06884328246382,31.183438326241006,15.757466304287755,14.197302273502729,135.00645070558988,94.98275519024438,46.20897731463734,14.553806158809804,32.563719223816356,115.10350821460426,45.98433867096776,34.11162980091188,17.191240413242625,3744600.0,768396.0,3677600.0,2858800.0,2808800.0,9731000.0,781700.0,1500600.0,839300.0,8348100
2013-08-19 00:00:00-04:00,14.17076301574707,120.31065368652344,90.16825866699219,42.76005554199219,14.06959056854248,31.665206909179688,107.59014892578125,44.40304183959961,32.311344146728516,16.172136306762695,14.259220048630928,124.24039642523933,90.2253998986751,43.19535862755493,14.175024818410863,31.70138965457726,108.35681562640153,44.537167702343105,32.32580469033452,16.200248840703026,13.843472500230073,113.05574667613455,86.8109647018319,41.74881648733121,13.331552309089961,30.29632639721127,105.20249889463803,42.864112707439986,30.417057063407924,15.61689935060051,14.17076301574707,123.93811295740547,87.43956729861141,42.25778393004387,13.577565558782853,30.416930947767813,105.87425142879628,43.13236443292697,31.154528238914416,15.792607044493355,2168800.0,989044.0,3303800.0,3787500.0,3239800.0,9558200.0,1155500.0,1770300.0,680900.0,9924000
2013-08-26 00:00:00-04:00,14.046924591064453,126.3564224243164,88.50393676757812,41.38047790527344,13.569751739501953,31.29132843017578,104.64022827148438,43.52769088745117,31.067747116088867,15.876948356628418,14.2061460834297,128.47244141268283,90.98261929250435,42.98774782990129,14.155496418904916,32.15969593575118,108.29837197707631,44.60070597402351,32.44146475014141,16.354873529485516,13.755017537541162,120.61295549175135,87.49674650594349,41.29341679106244,13.52679689133895,30.99584405427202,104.41387828999345,43.40062313424444,30.959294490055708,15.799636537329945,14.108844013451558,120.61295549175135,90.1325797482717,42.77344295922381,14.077396830392704,31.701390352167632,107.48057738210606,44.374808344525356,32.354704304153785,16.21430682904164,2803600.0,557879.0,2532600.0,2569400.0,3555800.0,7841900.0,1076800.0,1472100.0,569600.0,6594900
2013-09-02 00:00:00-04:00,14.082310676574707,126.65869903564453,89.71111297607422,41.47422790527344,13.643945693969727,31.984817504882812,105.44342803955078,43.37944412231445,31.371421813964844,16.08076286315918,14.241533051399827,127.56556088991694,90.46829306961445,41.728712820913614,13.780620347922127,32.11145367149502,106.60439099354252,44.10655191625785,31.566634959150747,16.151046188317583,13.905397395429612,121.21750484726194,86.66812500231859,40.181715841335695,13.210495877265652,30.61593460284055,101.96052803611042,42.48996988986545,30.315827258277405,15.434158684679149,14.029236270436646,127.26326591757673,89.13251766905752,41.641651721279004,13.577562011189869,31.51445098543326,105.53104452167389,43.86653535909517,31.422032322931646,16.010480878543706,2035000.0,453741.0,2283900.0,2822200.0,1983800.0,6614800.0,867800.0,1518900.0,655100.0,7210200
2013-09-09 00:00:00-04:00,14.020391464233398,122.12435150146484,92.28264617919922,43.62396240234375,13.503368377685547,32.91950988769531,110.03618621826172,43.901824951171875,32.61499786376953,16.83982276916504,14.241533280113488,129.37925627901313,93.29697535423988,43.670840880756394,14.046158221794947,33.30544991657901,110.75174689876806,44.63599345335497,33.25847664451419,16.945248445601816,13.5250334254828,121.51977322049291,89.83967707125956,41.28002826296968,13.436983204507175,31.94862820856875,104.92501621742637,43.06176847013707,31.422029663511783,15.989398273674288,14.082310902731317,127.56553296746897,90.31112906658744,41.43405791413772,13.663471867600016,31.984810948920607,105.49454569763071,43.4853257713672,31.479871816330277,16.08779414176924,2957100.0,596844.0,2371500.0,2955700.0,5312800.0,8054000.0,794400.0,1209000.0,565400.0,9285500
2013-09-16 00:00:00-04:00,14.418442726135254,126.17648315429688,95.03276824951172,43.59047317504883,13.889955520629883,33.830101013183594,111.34320831298828,44.74894714355469,32.91142654418945,17.078786849975586,14.489208025033449,133.15259630236548,97.34002096296396,45.35177542953596,14.175017687026756,34.354740613881525,116.08929545288852,45.96314882289186,33.706736707100106,17.62699532274526,13.631178564995608,121.32354594463736,92.02549853759595,42.78014487090701,13.620513566271978,32.756704575664344,109.32793956612183,43.17472198806462,32.28240840595775,16.643032531567084,13.976160029815988,125.26655887377508,94.06129629111524,44.307052191605194,13.66737271276348,33.29340279442397,113.17592410531356,44.40304260470943,33.12110017628842,17.13501325688453,7071600.0,1285516.0,3773600.0,3470600.0,8894200.0,14741000.0,1065300.0,2548700.0,1166600.0,8772600
2013-09-23 00:00:00-04:00,14.506897926330566,127.69302368164062,92.36125183105469,42.17071533203125,13.522893905639648,33.12998580932617,109.22571563720703,44.586585998535156,31.32804298400879,16.860910415649414,15.028792572013433,129.209567960854,95.53996241947979,43.42304231679356,13.929009124320563,34.253552270059195,111.89083276954909,44.840721499037734,33.20786898247541,17.198268871606675,14.303447928773544,123.14339084400049,91.74693836568109,41.90953456465463,13.46041452664059,32.79595341383941,107.9114123663298,43.09001356469029,31.262971935550627,16.47435401909964,14.356521474401985,123.14339084400049,94.65420482533517,43.32928538026708,13.889960071055865,33.87093216486333,111.53304680813952,44.56540893779731,32.759603292022454,17.043646581095434,3259900.0,562238.0,2982900.0,2601700.0,3668000.0,6453600.0,733900.0,2630300.0,623000.0,5519600
